season,episode,scene,line_text,speaker,deleted
3,8,48,"Oh, well. Just use the momentum of your lower half to hoist yourself up.",Michael,False
6,16,55,You see that?  I'm pretty sure she's...  Hi.,Jim,False
8,17,11,How can we feel safe knowing that there are gangs here? We should call the police right now!,Oscar,False
3,17,22,What's this over the 'i'?,Jan,False
7,20,29,Come on Toby.,Oscar,False
3,8,27,Work it out amongst your selves!,Michael,False
3,9,27,Wow. Prison sounds horrible.,Andy,False
5,15,30,"Mm, great cake.",Dwight,False
2,6,24,"Alright, that's the way you want it.",Michael,False
3,20,26,"When I went over Wednesday, for the spot-check, I got a call from Debbie Brown, saying she has an emergency dentist appointment.",Creed,False
2,22,3,"Come on, it'll be fun, and besides, I'm a roulette expert.",Pam,False
2,11,27,Okay.,Michael,False
7,19,1,[laughs] I won't... I don't know her.,Deangelo,False
5,21,18,What the hell? [Michael closed his laptop],Ryan,False
5,17,4,Too many words. Good ideas are simple. 'Golden ticket.',Michael,False
7,4,28,What?,Andy,False
2,7,23,"Sir, you have some messages.",Phyllis,False
8,3,16,"Don't just take the first job that comes your way. Cause next thing you know, it's ten years later and you're still there. Could write your obituary tomorrow, it's not gonna change.",Darryl,False
5,4,7,"In my opinion, the third date is traditionally the one where... you have sex. Does Holly feel that way? I don't know. I will probably find out tonight. If she starts having sex with me I'll know for sure.",Michael,False
4,1,76,That's not...,Michael,False
2,8,28,"Ok! Here's what I'm gonna do: I'm gonna step outside, collect my thoughts, and I will return in about ten minutes.",Jan,False
3,9,27,"That is... quite the rap sheet, Prison Mike.",Jim,False
7,18,30,And that is Dallas. [shows money],Kevin,False
6,23,11,Since when is this an office where we delve into each other's personal lives?,Michael,False
6,8,36,"Yes.  Join me please, won't you? [Pam gets up and follows Michael into his office]  I am going to give you a raise.",Michael,False
5,18,4,Yes.,Michael,False
1,5,43,They're one per person. [points to sign 'Please take one!!],Angela,True
7,4,10,"Wait! What you should do, Michael, is have a doctor take a look at it. Because we really don't know what that is.",Pam,False
9,22,1,But the coffee in Peru is much hotter. [Erin buzzes him into the office],Kevin,False
2,2,22,"I'm in an office relationship. It's special. Um... she's nice. She's shy. She's actually here. You want to meet her? Hold on one second. Oh, my God! Put on a shirt! Put on a... . I told you that you'd be on camera. I'm sorry, she's European. No, I told you that you'd be on camera. Stop it.",Jim,False
2,4,68,It's an investment.,Ryan,True
6,4,6,Thanks.,Michael,False
2,14,61,Yeah.,Toby,False
1,6,10,That was on Sesame Street.,Katy,False
8,9,36,"You know, honestly, we all wanted you to work there. Except for him. Especially me.",Andy,False
9,11,4,"Ha ha. That'd be great. Kind of like ditching school, except instead of getting suspended, you get' What do you get? Oh my god! Why didn't I think of this? Andy's not here. Oh, hey, Erin, um, I'm expecting a shipment of pens. Can you cover that?",Pam,False
3,3,37,It's the new guy. [looks at Jim],Andy,False
7,9,31,I gotta work on this.,Ryan,False
4,1,19,You shot Dwight?,Phyllis,False
3,17,49,"I think it's great that Jim's invited. It's important to have contact with the New York execs, or they'll think everyone here is like Mi...chael.",Karen,False
5,8,1,She said she was going to give it to him right now. [starts laughing],Michael,False
5,13,3,Shampoo.,Dwight,False
5,24,21,"Hey, Meredith.  Can I talk to you privately for a second?",Toby,False
2,6,24,Two more.,Dwight,False
5,8,5,That's true.  People say it's icky.,Michael,False
8,8,24,"Who else agrees with Kevin, that we're wasting facilities, manpower, on our underselling products when we should be pushing our top-performers? [everyone raises their hand, Robert laughs] There you go. Consensus.",Robert,False
8,6,15,Which when it goes off it destroys everything. Very similar to a doomsday device.,Jim,False
4,7,32,[knocking from outside window in break room] Jim.,Creed,False
7,6,45,"If they're good ideas, I'm not gonna say no!",Michael,False
2,19,2,Oh ho ho! What?,Michael,False
4,13,18,Dunder Mifflin paper.,Oscar,False
7,9,13,"What do you want to say, Michael?",Pam,False
9,12,9,'Sedes introiti.' Seat of entrance.,Dwight,False
2,15,36,"The cons are that everyone will lose their job. Michael. Everyone. Office, Warehouse. What do you think... the... pros... are... here?",Jan,False
6,16,22,"Our ultra feast menu's theme:  Hollywood.  We have Ratatouille, from Ratatouille, and tandoori chicken, from Born Into Brothels.  I tried to bake a cake like that District 9 prawn thing, but I...  Are you okay?",Kevin,False
8,21,7,"I mean, normally the rain would make me want to stay home, curled up with a good book. But everybody's being so nice to me today.  I'm really happy being here.",Phyllis,False
8,12,26,Damn it.,Dwight,False
7,12,23,I don't care whether you hate it! You said you'd do it!,Michael,False
7,15,29,Yes. Number three.,Holly,False
5,10,44,Not my problem.,Dwight,False
6,21,39,We should have your contract done by Thursday.,Michael,False
1,6,10,"No, I don't believe that.",Katy,False
3,23,62,That's it!,Andy,False
4,3,72,Yum.,Dwight,False
6,7,34,Is this the tape of me falling?,Michael,False
6,14,34,"Uh, no, actually. So nothing? No movies, or parties, or anything you might want to invite someone to?",Andy,False
2,8,42,"Kind of, yeah. Over the shirt, my elbow, but...",Michael,True
5,12,15,"[both making make out lips at each other] Excuse me sir, I took the bus here and was wondering if I could catch a ride home with you in your car.",Dwight,False
3,7,4,The board's.,Jan,False
5,3,38,Yes.,Holly,False
3,23,65,"Cause he likes them. [points to Michael] Okay? He likes them. And, and that is, that is all I care about.",Jan,False
8,11,9,I'm in.,Darryl,False
2,13,10,"Listen, you don't have to answer now. But how are you going to do your hair?",Kelly,False
2,11,40,Brenda.,Jan,True
7,17,12,Where did you get this?!,Andy,False
6,15,1,[looking through Michael's email] I'm not seeing anything under 'confirmation.',Dwight,False
1,3,35,"Oh come on! That's horrible! Aaah... Thanks, Dwight, for a crappy plan. Ah, Damn! Oh, mmm, I wish I had time to change it, but Jan needs it by five, and... what time is it, what time is it? [looks at watch] Ah, it's after five. Oh, oh it's awful. So, well, OK. See you guys on Monday.",Michael,False
5,1,55,"It'll probably be a total disaster, but...",Holly,False
6,20,30,"Yeah, I also learned some interesting things about how they structure...",Toby,False
5,17,8,I'm on the phone.,Jim,False
1,5,12,"Oh-oh. Oh-oh. A spy from the warehouse. Trying to figure out our plays, huh, man?",Michael,False
8,7,10,Nope.,Jim,False
8,9,26,I know.,Dwight,False
9,9,37,[Sliding away from Pete] I'm still Andy's girlfriend.,Erin,False
4,3,33,Huh?!,Dwight,False
7,6,24,This whole delivery slash sales idea? You know whose idea that was? That was Darryl Philbin's. He thought of that way before the corporate fat suits.,Michael,False
7,20,16,He's in Little Shop of Horrors on Broadway. Now we need Michael Scott! The best darn Dundies host on both sides of the Mississippi! [everyone in the audience is laughing],Jo,False
6,21,46,Because I never forget anything.,Kelly,False
7,23,20,"In case you weren't hungry now, but you got hungry later.",Kevin,False
9,4,6,"Oh, please don't use the hourglass.",Nellie,False
9,14,18,"Hey. So, a little birdie just told me that Dwight can't come to your son's birthday. So, do you want me to go with you?",Kevin,False
9,18,30,So we basically had no privacy for ten years.,Pam,False
3,21,21,"No, duh. That's why we gotta catch him. Start hanging those.",Dwight,False
2,3,60,"Oh, boy. This whole condo's shifting. It's like this place was built on ancient Indian burial ground.",Dwight,True
9,12,28,Wait. This says 'Dunder Mifflin Loyalty Pledge'?,Phyllis,False
4,14,54,"Did you see that! Did you see it? Did you see what... wow-wee! Uh, well, Jan didn't believe in showing affection, so... sometimes I don't know how to react when a girl touches me. Oh... I like it! [giggles]",Michael,False
8,3,1,"Whoa, Oscar! What are you- What? No, hey! [Oscar busts out back window, group cries out in protest, then cheers]",Dwight,False
5,15,29,TV.,Oscar,False
3,23,36,"All right, you guys.  See you later, wish us luck!",Karen,False
7,20,1,"Yes, and this happens every...?",DeAngelo,False
2,17,50,"Oh, no, I don't think this is it.",Dwight,True
6,8,39,Okay.,Pam,False
3,12,27,"Ah, Julius, how's it goin'?",Stanley,False
9,23,56,[pause] I'm sorry. Is there a question?,Pam,False
2,7,10,Alright.,Jan,False
5,5,22,Hi! [smooches],Pam,False
6,9,26,OK. Hang on just a second.  Let me just settle in and I'll be right back.,Creed,False
6,3,25,"There's no way that Stanley gets more beans than me. [starts to take Stanley's beans, Stanley swats Andy's hand with his crossword puzzle] That is ridiculous. This is how it works. [everyone continues to argue]",Andy,False
3,8,36,All right.,Jim,False
1,3,13,"[on phone] Pam, Michael Scott. How's tricks?",Michael,False
5,26,15,Jim. Pam.,Charles,False
7,20,8,"Oh, their breadsticks are like crack!",Pam,False
3,10,13,Carol and I split up. Amicably. And I just don't think it would be appropriate to celebrate under the circumstances.,Michael,False
7,18,39,No.,Holly,False
2,14,61,"So, that's how it's gonna be.",Jim,False
2,4,38,"Um... Kevin, hands down. Yeah. He's really got that teddy bear thing going on, and afterwards, we could just watch bowling.",Jim,False
7,11,1,"Okay, this is just a Christmas card from your paper supplier. No one's putting this on their fridge.",Pam,False
2,22,46,"Okay, let's do it.",Phyllis,False
8,21,35,"Oh, oh, it's not me. No, no. I've never had any problem in that arena. And I have been with several older men.",Nellie,False
8,11,8,"Any other crunch time, I would love to stay in, cook the books for you so you can save face in front of your CEO, but tonight is Triviocalypse!",Oscar,False
5,5,36,And YOU will not be pleased with the result!,Andy,False
3,21,45,"I got nothing cooking, it's cooked.  It's borscht and its served cold.",Dwight,False
3,17,28,"Yeah, but you're great now, right? We're all great. Aren't we great?",Michael,False
6,3,26,"I mean, a performance-based raise sounded like a good idea, right?",Jim,False
3,12,9,"Wait, 'Amazing Race' like, the biggest sale wins?",Karen,False
4,4,70,The dawn goose walk will tug at your heartstrings.,Jim,False
9,21,52,"Oh, man. Yeah, I can't do it.",Jim,False
5,13,2,I only weigh 82 pounds!  Uh-- save Bandit! [throws cat into air duct and he falls out through the other side] Oh!,Angela,False
8,17,18,"But you still work for Wired, right?",Dwight,False
4,2,57,"No, it said right, it said take a right.",Michael,False
5,24,29,I think you should get it.  You really grew into it.,Ryan,False
6,17,21,[Whispers] Please stop that!,Jim,False
3,16,29,AHH! KILL IT! KILL IT! KILL IIIT!,Kelly,False
9,22,51,"Phillip, you wanna play a little game? It's called 'Schrute or Consequences.' You're gonna choose one of these two things. A check for a million dollars, or this dirty old beet. Yuck, pew! Which will it be? Money or the beet?",Dwight,False
2,3,32,Phyllis by a nose. Gold medal in Flernenton.,Jim,False
8,9,34,"[mutters] I know, I do.",Jim,False
6,6,20,For trying to find happiness in the arms of a lover?,Michael,False
3,15,6,"[Windows reboot sound] [Dwight holds out his hand, sighs]",Dwight,False
6,4,50,Now you sound like Kermit.,Michael,False
3,18,16,"You know what?  Actually, let's go into the conference room.",Michael,False
7,19,32,I need a wide berth. I need a wide berth from those nuts.,Deangelo,False
2,15,42,Hi.,Michael,False
9,3,35,And John Wayne?,Kevin,False
5,3,19,"[sees Jan sizing up Holly] I'm fine, weirdo.  Such an HR weirdo.  Try not to suck all the air out of there when you walk in.",Michael,False
5,17,14,"Thank you, Jim is with me.",Michael,False
9,18,2,Yeah.,Pam,False
9,23,3,What?!,All,False
6,6,25,I don't... um... I can't hear your conversation.,Michael,False
2,19,12,Are you serious?,Toby,False
7,5,3,"Come on, Michael! Yeah!",Pam,False
4,2,14,"OOhh. Gimmme, gimme, gimme, gimme, gimme, gimme.",Michael,False
7,17,23,[trying to stop him] Whatever you wanna do in your spare time is up to you!,Jim,False
3,6,33,Wow.,Michael,False
8,6,47,I wasn't here that day.,Jim,False
5,18,10,He just had to wear his tux today.,Pam,False
8,3,12,That is not Darryl. I don't know where Darryl is. I suspect probably our Darryl is inside of fat Darryl.,Andy,False
9,16,20,Rut tit doh doh...,Andy,False
8,11,18,Flying jib.,Erin,False
4,3,44,"Beer, lite beer, streamers, orchids. Better lighting?",Angela,False
2,19,49,The skin is the largest organ of the body.',Ryan,True
3,18,3,Thank God.,Jan,False
9,14,29,"Darryl, it doesn't matter. I think you know the point I'm trying to make.",Jim,False
9,23,57,"Oh, um, well, you know, I' I just' I just think I would rather keep that private. You know, if you'd been filmed for nine years of your life, there'd be some things that you just wanna keep to yourself.",Pam,False
7,22,34,"The man is paying me to take Chinese.  I will say what I need to say, and soon, I will say it in Chinese.",Darryl,False
8,14,9,Wow. Those are really nice.,Val,False
6,10,27,"I was hoping to lob Michael his softball question early. I wanted to swing by the garment district, pick up a few crates of my shirts. I got a shirt guy.",Dwight,False
2,2,34,Mwah! [kisses hand and salutes office],Michael,False
3,18,49,"No, just... I just need you to ask for it, so I can record that you asked for it.  Okay?",Jan,False
1,2,13,"Here's the thing. This office, I think this is very advanced in terms of... racial awareness and it's probably more advanced than you're used to. That's probably throwing you off a little bit.",Michael,False
9,17,34,"Yeah. No, I understand, Pam. I understand.",Kevin,False
3,23,38,"Okay, also, moratorium on Cornell talk.  Don't wanna hear about it.  Forget your personal history, and learn the history of this company.",Dwight,False
5,26,15,I don't get it. He's not even my boss anymore.,Jim,False
4,7,53,"Under this tree, I think I struck the mother load. Those [points camera to mushrooms] are nature's best mushrooms. Wild, and I have to say these little buggers are damn tasty as well. [puts them in mouth]",Michael,False
3,10,17,Why don't you just buy the whole song?,Dwight,False
2,14,41,That doesn't seem fair.,Pam,False
6,21,30,"Kelly will be even worse than Darryl. If you'd have told me this morning that today I'd be creating a monster capable f my own destruction, I 'd have thought you were referring to the bull Mose and I are trying to reanimate.",Dwight,False
7,7,11,"No, I have plenty of friends, so... all right, well, you have great seats. Enjoy the show.",Michael,False
7,9,13,How's everybody doing?!,Ryan,False
6,22,32,"I am, but I, I gave my clubs away. I swear too much. [Pam and Donna both laugh] Hey, you okay? [to Michael, walking away disappointedly]",Donna,False
5,20,24,Oh my God.,Pam,False
5,14,14,"Rolando, [clears throat] I'd like you to meet Pam. She is our receptionist. You know what? Maybe you guys could go out on a little friend date sometime.",Michael,False
6,8,13,"Oh, Dwight.  I have a little surprise for you.",Andy,False
7,16,43,"No, no. Holly, this isn't Ocean's Eleven, where you get together with all your friends and just have fun and don't care about how it turns out. What'd you really think, honestly.",Michael,False
2,22,11,I think you mean the aid to Afghanistan.,Jim,False
7,10,8,"Well then you're not going to talk to the new building owner. Which is a shame, because I hear he's a very reasonable guy.",Dwight,False
1,4,40,Son of a bitch. That is impressive.,Michael,False
5,10,28,Obviously.,Meredith,False
6,10,15,The twirl sucks.,Dwight,False
8,21,19,"Great. Five, four, three, two, one. Angela, please dock Nellie's pay a hundred dollars. Angela?",Andy,False
7,11,27,I can't talk about it or I'll get removed from the jury.,Toby,False
5,24,34,Yeah.  Maybe you shouldn't fake fire people anymore.,Pam,False
9,9,38,"Dwight, want me to get you some eggnog?",Pam,False
2,3,62,Seal it off with drywall so you don't hear Yo-Yo Ma over there all the time.,Dwight,True
6,13,8,"- follow me this way. I'll introduce you to the crack HR rep that you requested. I give you Toby Flenderson. Have fun, you two. [Toby's chair spins around to reveal Dwight filling in for Toby]",Michael,False
3,11,63,"[Kelly singing] Hey! Hey! Stop your mouth, please.",Michael,False
7,14,20,He's heading downtown.,Dwight,False
9,15,15,What?,Jim,False
7,18,24,It didn't go down so easy but she's made some friends and it's already better than it was.,Phyllis,False
8,11,8,"Gosh, Andy, you had a great quarter. Okay? Robert will understand. Eight hundred dollars is a rounding error!",Oscar,False
5,20,39,Are you good?,Pam,False
5,13,3,"Michael, you have to take responsibility here. One of your employees had a heart attack.  He could have died, because of the way that you are allowing your office to run.  Do you want that on your conscious?",David Wallace,False
5,19,29,In this climate?,Andy,False
8,12,34,"Ooh, do not remind me of Phyllis's birthday.",Andy,False
8,11,21,"[holds a medal to the light] This medal was my grandfather's. He received it for acts of courage. For excellence. It's a tribute one man gives another. I could give you a job, Dwight. Why not let me give you something even better? [holds out medal]",Robert,False
5,5,28,And then sleep in Saturday. That only leaves us less than 24 hours before you have to go back again.,Holly,False
4,12,1,What did we write?,Phyllis,False
7,6,43,"Wait, wait. She hasn't moved in awhile.",Meredith,False
3,21,1,"Oh, you don't want to know.",Jim,False
8,24,33,"There's an official announcement, a few details to be-",David,False
6,15,10,"Wow, it smells really good too.",Erin,False
5,3,10,"I do enjoy being the head of the Party Planning Committee.  I'm no longer under Angela's heel, and her little grape head is under mine.",Phyllis,False
3,15,42,Come on. Get out there. Give the people what they want.,Jim,False
7,11,8,"Yeah, I don't even have a laptop.",Phyllis,False
5,24,34,"For real, you're not kidding?",Pam,False
7,11,74,"Oh, hey, hey, no, don't run. You're gonna slip.",Michael,False
4,2,10,[rubbing hands in Ryan's hair] Fire!,Kevin,False
8,21,19,Three... two... one...,Nellie,False
5,7,20,How do you even know they're gay?,Oscar,False
3,7,41,"Yeah, that might be weird. Overall though, we still all have our jobs... so, good news, right?",Pam,False
4,13,45,"Okay, be my guest.",Michael,False
2,13,23,Nuh-uh.,Pam,False
2,3,27,"Yes! Phyllis! [claps] Phyllis, just put your foot right through here [lifts strap on box of paper]. Right through the flonk.",Jim,False
2,13,48,"Look at all them out there, my little worker bees buzzing away.",Michael,True
4,11,41,Nice.,Dwight,False
8,17,3,Okay.,Dwight,False
5,26,13,Okay.,Michael,False
2,16,34,"It's frustrating, because we'd be so perfect together.",Kelly,False
7,3,31,"Alright, well, we're never leaving the house again.",Jim,False
5,10,30,"You can say it as loudly as you want, but we're not going to believe you.",Michael,False
2,8,20,Really?,Michael,False
7,8,13,Big...,Michael,False
5,7,24,We'll discuss it later naked.  I want to see you naked.,Andy,False
9,15,29,"Hey! David! How are ya? Ah, we were just having our weekly round table where we motivate each other. Not gonna lie, I get as much out of it as they do.",Andy,False
8,20,21,Cheers.,All,False
8,10,12,Popsicles?,Darryl,False
4,6,46,Woo!  Shotgun!,Michael,False
7,9,35,"I'm not blind! I know exactly who he is. He is selfish and lazy and image-obsessed, and he is a bad friend. [all seem to be in agreenment] And he's also clever. And he shoots incredibly high. And he may just make it. But you know what? Even if he doesn't, I would rather go broke betting on my people, than get rich all by myself, on some island like a castaway. And there is no middle ground.",Michael,False
3,1,17,Of course.,Dwight,False
4,13,26,"Yeah. All right. Bye. [Kevin sinks putt] All right. Sorry, I got to annoy you one more time. What if I bring down shipping costs?",Jim,False
2,2,48,How do you know?,Kevin,True
7,8,3,"Ok, that's our street! That's our street! He's going down our street! [runs out of conference room.] Come on everybody! [all quickly follow]",Michael,False
7,4,10,"Wait, wait, wait, wait, wait. It's just a cold sore.",Meredith,False
4,6,21,"So, why did you and Karen break up?  Was it the sex?",Michael,False
2,20,27,Wow! He really pulled out the big guns. Fake crying. Did not expect that.,Pam,False
9,22,13,"You know what to do. [waits for Jim to put form in inbox, signs it and returns it to outbox] Ok",Dwight,False
4,3,17,"Okay, wow!  Easy, booster seat, nobody cares about this party anyway.",Michael,False
8,4,14,It's after my cat.,Angela,False
7,24,22,Oh? Uh... we haven't started the interview yet. Were you--were you joking?,Gabe,False
5,16,20,"Moron, if he was there wouldn't be a story.",Michael,False
4,4,68,"No you're not! Ok, just... you're not a tool. Look, we'll tell her that it's bad, but it could've been a lot worse but due to some fancy financial foot work I was able to cut it in half.",Michael,False
8,8,25,"Okay, we are now on a planet where Kevin is the most creative person around, and I am just some good-looking guy.",Ryan,False
9,8,11,"Well, I've gotta build a wider base first before I can go higher.",Pete,False
7,5,13,How much?,Darryl,False
5,18,25,"I don't know if I have hurt your feelings or you do not disagree with my methods, but it is over.",Charles,False
8,14,4,"Pin twins! This is a gift from Jessica, kind of a gag gift really. Real gifts come later.",Andy,False
3,18,37,"...and we need someone else, in the room, because of our relationship.  You know this.  Michael, either Toby comes with you, or we don't do it.",Jan,False
4,14,48,Ferris wheel's pretty cool though.,Michael,False
5,11,31,"What did you say? I'm sorry, I couldn't hear you.",Andy,False
5,2,6,"Why is ok for smokers to take breaks all the time?  If I want to go outside and hang out once an hour, then I'll just take up smoking.  I'll do it.  I don't care.",Kelly,False
9,22,59,"I believe that boy may be a Schrute. And if he is, that child needs to be accorded what is his. An enormous farm, an inheritance, and the right to be raised under rigorous Schrute traditions. You will, of course, be compensated with a marriage proposal.",Dwight,False
2,17,18,Yes.,Dwight,False
5,4,10,...Hell yeah.,Holly,False
6,22,39,Make it higher? Okay.,Andy,False
6,10,19,"Hey, you know who you should be jealous of? Yourself. Because you're invited and you're invited and you're invited and you and you and you and you and you and you-",Michael,False
3,22,36,"The winner gets a regional manager's salary for a year, and a Sebring, and the feeling that they are making a difference in the world.",Michael,False
7,17,5,Yes!,Kevin,False
3,6,46,And.,Michael,False
9,3,33,"Good. Very good. [cell phone beeping]Oh'no! Here. It's, uh, a text from Andy. 'New special proj. Need fam tree for evbody. Really dig up dirt A.S.A.P.' And then in parentheses, he wrote out 'as soon as possible.'",Pam,False
5,26,20,"I could've gotten that, idiot!",Dwight,False
4,1,37,Michael?,Kevin,False
6,2,8,"Yeah, that makes way more sense.   Okay thanks boss.",Creed,False
2,5,44,You guys...,Michael,True
8,24,19,"Well, well, well. Senator Lipton, welcome. Angela.",Dwight,False
9,17,13,"I agree. Even though that place has a way of making those cupcakes so they're dense. But, they're also really fluffy.",Phyllis,False
2,11,38,"Don't worry, Michael. I'm taking us to shore.",Dwight,False
8,21,35,"Nellie, does the person affected by this want us to help her in any way in particular?",Oscar,False
2,17,41,"Oh! This woman came in, sat down, ordered a drink. The bartender asked for her ID which I thought was odd because I pegged her at like 35.",Michael,False
3,9,25,These people don't realize how lucky they are. This office is the American Dream. And they would rather be in the hole.,Michael,False
7,11,50,[laughs] I don't. But someday I think we will laugh about this... when we tell our kids...,Michael,False
6,10,39,Can you actually fire people?,Pam,False
8,24,10,"I don't know, man. Y'all quit with a lot of confidence. I mean, it was like, y'all came up in here dancing and everybody was- [sees Val] ooh, hold on a second. [sees Brandon] Oh.",Darryl,False
2,9,7,So it's true?  You have access to our e-mails?,Dwight,False
2,6,16,... he cried at the end of it. He did.,Michael,False
8,5,14,"Everybody looking good, this is, this is the best we can do? I'm not judging, I, I think you guys look great, I just... wanna make sure this is the best we can do?",Andy,False
9,3,34,"I'm sorry. It's just, uhm, I actually do have this weird feeling that there's something Jim isn't telling me.",Pam,False
4,13,23,Well I think they'll get the spirit of it.,Pam,False
4,3,67,"Oh my God, oh my God.",Michael,False
3,18,21,"[Laughing, covering her mouth]",Pam,False
8,20,11,"Okay, here we go. Jessica, I'm really sorry. I just need you to know-",Andy,False
4,14,3,Have you?,Pam,False
5,20,35,Does that make you feel better? Huh?,Charles,False
2,16,47,Where is she?,Pam,True
7,10,32,"Fire him. No, show mercy.",Erin,False
5,6,44,Intensive one-on-one retraining will begin after lunch. That is all.,Michael,False
7,20,11,"That is true, we do share some similarities. I know how you can fix one of those problems, for me it was portion control. For you, you need a key chain. Maybe one with a-",DeAngelo,False
9,17,10,Who is that?,Oscar,False
7,2,25,[in a cockney accent] I think he's got it!,Andy,False
8,8,8,I am a leader. But you can only inspire people so much in a place like this. So today I'm turning the inspire-factor up to ten with a little help from my friend America's bloodiest battle.,Andy,False
5,16,17,It is so nice to go out with another couple.,Phyllis,False
3,23,20,Yes you will.,Dwight,False
7,18,6,Forget you.,Meredith,False
7,14,10,You?,Andy,False
7,22,5,Okay.,Pam,False
7,14,14,Number two: no pop culture references.,Gabe,False
6,19,4,Wow. [applause],Jim,False
7,6,42,I don't think you get it.,Todd Packer,False
5,3,12,Yo.  I got the Nard-puppy for ya.  What's going on here?,Andy,False
8,16,22,Terrific.,Oscar,False
9,20,30,"No you can't baby! [to Dwight, whispers] Good luck.",Angela,False
6,3,4,I'm not cr-- uhh!,Dwight,False
2,12,45,"Mmm, I'm telling you the best cure in the world is comfort food.  You know how they say 'stuff a cold'?  Well I don't care you've got, the flu, Lyme disease, emphysema, you eat an entire dark meat chicken, you can walk on the moon.",Michael,True
7,14,4,"Yeah, I do. My word against yours.",Michael,False
5,12,6,"No, I wanna seduce her.",Dwight,False
2,2,25,"Where is the clitoris? On a website, it said at the crest of the labia. What does that mean? What does the female vagina look like?",Dwight,False
6,1,23,"No. I mean, for the record, I prefer women.",Andy,False
6,5,27,Class act. Boy scout.,Andy,False
9,4,23,He's fine. He's indestructible.,Jim,False
9,19,4,Our office has an unusually large number of' unusually large people.,Oscar,False
3,17,35,"Well, it was nice meeting you guys. Take care.",Jim,False
3,2,15,"If I weren't engaged, I would so hit that.",Kevin,False
4,3,89,"Because yesterday when I was taking an online quiz about trying to find my ideal weight for my frame, you said that was inappropriate.",Kelly,False
7,6,14,"When our warehouse workers make deliveries, they're going to be encouraged to offer clients extra products. And then they will split those commissions with sales.",Gabe,False
6,6,25,"Well, that is not gonna happen!",Michael,False
3,11,1,You're not allowed to take off your pants in the middle of the office.,Jim,False
3,18,19,"Alright, you know what?  Pam, could you please tell Darryl that this is not a woman's suit?",Michael,False
9,18,27,One second.,Clark,False
5,6,19,Please give me another chance. Mr. Buttlicker.,Dwight,False
3,6,44,Sorry.,Michael,False
5,1,99,I don't know about anyone else.  But it was a good summer for me.  I lost seven pounds.  And you know what?  I'm just gonna take five days off anyway.,Stanley,False
3,2,11,"Hey, Michael.",Josh,False
3,8,64,"What about, uh.. [points at Meredith]",Jim,False
4,4,45,"It's whoever, not whomever.",Michael,False
6,21,38,"Oh, dear God. Okay. Don't make any decisions just yet. Okay? I'll be right back.",Dwight,False
5,23,9,It's not your fault. Some people just don't want to be inspired.,Dwight,False
9,9,29,[Hits Jim some more] Impish! [Chases Jim out],Dwight,False
6,3,4,You!,Dwight,False
4,14,56,Yep. Just like you.,Holly,False
8,6,21,It's like a hula hoop. Right. Mele Kalikimaka is the wise way.,Gabe,False
6,11,21,"Guys, listen.  This was anonymous, all right?  There is no way I could've given it to myself because I didn't even know who was on here.  I just gave it to the employee with the highest overall score.",Jim,False
3,10,25,"OK. [to Ryan] Wow, thanks for taking all the excuses, dude.",Jim,False
6,1,29,[to Jim and Pam] How long have you known about the pregnancy?,Michael,False
2,4,15,Yeah.,Ryan,False
5,13,2,"[points to smoke] Oh, my God! Uh, Oh my God!",Pam,False
3,10,7,[Carol walks through door looking upset] [waves] Carol.,Jim,False
7,22,39,"Oh my God, are you alright?  Erin, will you call 911 please?",Jim,False
4,4,51,"Hey Kevin, you're a gambler right?  A rounder, you play the ponies, small horses.",Michael,False
6,6,22,"Well, I think I'd look really hot in one.  Where'd you get your fedora?",Kelly,False
2,22,11,"Why are you the way that you are? Honestly, every time I try to do something fun or exciting, you make it not... that way. I hate so much about the things that you choose to be. Okay, you know what? I will not donate my winnings to Comic Relief, since apparently it doesn't exist. I am going to donate to Afghanistanis with AIDS.",Michael,False
5,23,30,These are our demands.,Michael,False
6,22,14,Right.,Donna,False
7,14,2,"Ok fine, three hints. One! When you are getting colder, you're really getting warmer.",Jim,False
3,3,35,[with her hands making the rocker sign] Call of Duty!,Karen,False
5,6,36,Don't.,Jim,False
6,20,10,I brought those in. It's my birthday.  That's some stone-cold narcissism right there.,Darryl,False
6,8,18,You're 54 years old.,Michael,False
1,3,25,"Uh, leprosy? Flesh eating bacteria. Hot-dog fingers. Government-created killer nanorobot infection.",Dwight,False
5,6,7,"We wanted to stay on the phone all day, but the company has a policy against eight-hour personal calls. So we're not telling anyone.",Pam,False
4,4,10,It's just that you say it's gonna cost what it costs--- [phone rings],Michael,False
8,9,27,No games?,Andy,False
2,3,6,Sign the papers at the condo.,Michael,False
5,18,32,What?! Move! [pushes cameraman out of the way],Kelly,False
6,17,12,No-no-no-no-no.,Jim,False
7,11,79,I'm sorry. I had no idea.,Pam,False
7,19,22,[a barber enters the office for Deangelo] That is so badass. So hardcore.,Ryan,False
2,9,21,I'm on a call.,Oscar,False
2,18,19,"[quietly] ... Schrute. [Jim and Abby snicker, Angela glares at Dwight]",Dwight,False
3,6,4,"Oh, I don't know. I haven't decided yet.",Pam,False
4,12,11,Say it. Do it. Now.,Dwight,False
3,2,24,Yes. Anything.,Dwight,False
9,1,35,"Sure, boxing, tennis.",Pete,False
3,11,64,"Please, I can double your pace.",Dwight,False
8,7,10,You don't find Cathy attractive?,Pam,False
6,24,5,No.,Kevin,False
7,12,3,Was it?,Jim,False
8,9,27,You lying son of a bitch!,Robert,False
